,value,value,value,value,value,value
,min,max,mean,median,std,var
metric_name,,,,,,
BatchDeliveryConfirmResponse_received,2.0,48.0,15.714285714285714,11.0,15.617450557141582,243.90476190476193
BatchDeliveryConfirmResponse_sent,1.0,23.0,11.0,9.5,6.815016100086957,46.44444444444444
BatchRequest_received,12.0,58.0,43.333333333333336,50.0,15.572411502397436,242.49999999999997
BatchRequest_sent,9.0,132.0,39.3,27.0,37.20827267632234,1384.4555555555553
BatchSentResponse_received,1.0,23.0,11.0,9.5,6.815016100086957,46.44444444444444
BatchSentResponse_sent,2.0,49.0,15.857142857142858,11.0,15.962754267654558,254.80952380952382
BatchUnavailableResponse_received,1.0,128.0,34.875,24.5,41.298348289351374,1705.5535714285718
BatchUnavailableResponse_sent,1.0,58.0,31.0,40.0,20.211382931407737,408.5
HeartbeatReq_received,20.0,60.0,40.6,39.0,13.745302227791623,188.93333333333334
HeartbeatReq_sent,30.0,60.0,41.0,40.0,11.005049346146118,121.11111111111109
HeartbeatResp_received,29.0,60.0,40.5,39.5,11.36515141415488,129.16666666666666
HeartbeatResp_sent,20.0,60.0,40.5,39.0,13.591255358583409,184.72222222222223
InformLeaderOfDeathReq_received,7.0,7.0,7.0,7.0,,
InformLeaderOfDeathReq_sent,1.0,3.0,1.75,1.5,0.9574271077563382,0.9166666666666669
WaitingForBatchResponse_received,2.0,48.0,15.714285714285714,11.0,15.617450557141582,243.90476190476193
WaitingForBatchResponse_sent,1.0,23.0,10.9,9.0,6.83861584435525,46.766666666666666
batch_unavailable_messages_received,1.0,128.0,34.875,24.5,41.298348289351374,1705.5535714285718
batch_unavailable_messages_sent,0.0,57.0,19.857142857142858,10.0,21.98201062707393,483.2087912087912
batches_consumed_total,0.0,23.0,6.5,4.0,7.623344713141642,58.11538461538463
batches_delivered,0.0,48.0,7.857142857142857,1.0,13.381141395820652,179.05494505494505
batches_produced_total,0.0,710.0,53.92857142857143,2.0,188.8912850885863,35679.91758241758
batches_received,1.0,23.0,11.0,9.5,6.815016100086957,46.44444444444444
batches_requested,9.0,132.0,39.3,27.0,37.20827267632234,1384.4555555555553
bootstrap_all_paths_time_sec,5.53131103515625e-05,5.53131103515625e-05,5.53131103515625e-05,5.53131103515625e-05,,
empty_outbound_inventory_occurrences,0.0,58.0,19.928571428571427,10.0,22.113220152083358,488.9945054945055
failed_flow_queries,0.0,0.0,0.0,0.0,0.0,0.0
flow_queries,657.0,1470.0,789.9285714285714,747.5,198.31345207707236,39328.22527472528
full_flow_bootstrap_time_sec,0.007250070571899414,0.007250070571899414,0.007250070571899414,0.007250070571899414,,
heartbeats_sent,30.0,60.0,40.9,40.0,11.019679366176373,121.43333333333332
inbound_wal_size,0.0,49.0,15.785714285714286,10.0,16.618703880908363,276.1813186813187
num_nodes,11.0,11.0,11.0,11.0,,
outbound_wal_size,0.0,708.0,56.785714285714285,5.0,187.58267041962657,35187.258241758245
received_messages,0.0,248.0,129.78571428571428,164.0,91.34564835024968,8344.027472527472
sent_messages,0.0,260.0,130.42857142857142,150.5,89.90740047037652,8083.340659340659
skipped_manufacture_cycles,0.0,132.0,26.714285714285715,14.0,36.12463163810825,1304.9890109890111
successful_manufacture_cycles,0.0,710.0,56.92857142857143,5.0,188.11676581957704,35387.91758241758
total_manufacture_cycles,649.0,751.0,705.7857142857143,711.5,34.88481832331295,1216.9505494505506
unanswered_batch_requests_current,0.0,2.0,0.2857142857142857,0.0,0.6112498455021265,0.3736263736263735
wal_ghost_inbound_batches,0.0,17.0,3.0714285714285716,0.0,4.953076522018112,24.53296703296703
wal_ghost_outbound_batches,0.0,0.0,0.0,0.0,0.0,0.0
wal_recovered_inbound_batches,0.0,23.0,6.785714285714286,5.0,7.587221762011049,57.56593406593406
wal_recovered_outbound_batches,0.0,23.0,6.071428571428571,1.0,7.819741149702568,61.14835164835165
