,value,value,value,value,value,value
,min,max,mean,median,std,var
metric_name,,,,,,
BatchDeliveryConfirmResponse_received,1.0,29.0,12.666666666666666,7.5,12.628011192055013,159.46666666666667
BatchDeliveryConfirmResponse_sent,1.0,28.0,8.444444444444445,5.0,8.945824600213095,80.02777777777779
BatchRequest_received,9.0,59.0,31.555555555555557,32.0,15.993054047860207,255.77777777777777
BatchRequest_sent,1.0,91.0,32.333333333333336,22.0,31.10064308016797,967.2499999999999
BatchSentResponse_received,1.0,28.0,8.444444444444445,5.0,8.945824600213095,80.02777777777779
BatchSentResponse_sent,1.0,29.0,12.666666666666666,7.5,12.628011192055013,159.46666666666667
BatchUnavailableResponse_received,1.0,89.0,26.375,15.5,31.54560191215251,995.125
BatchUnavailableResponse_sent,1.0,49.0,23.444444444444443,23.0,15.725068450654764,247.2777777777778
HeartbeatReq_received,20.0,69.0,38.666666666666664,40.0,16.755596080116042,280.75000000000006
HeartbeatReq_sent,30.0,60.0,38.888888888888886,30.0,12.692955176439847,161.11111111111111
HeartbeatResp_received,29.0,60.0,38.666666666666664,30.0,12.874393189583733,165.75
HeartbeatResp_sent,20.0,69.0,38.666666666666664,40.0,16.755596080116042,280.75000000000006
InformLeaderOfDeathReq_received,7.0,7.0,7.0,7.0,,
InformLeaderOfDeathReq_sent,1.0,3.0,1.75,1.5,0.9574271077563381,0.9166666666666666
WaitingForBatchResponse_received,1.0,29.0,12.666666666666666,7.5,12.628011192055013,159.46666666666667
WaitingForBatchResponse_sent,1.0,28.0,8.444444444444445,5.0,8.945824600213095,80.02777777777779
batch_unavailable_messages_received,1.0,89.0,26.375,15.5,31.54560191215251,995.125
batch_unavailable_messages_sent,0.0,49.0,15.071428571428571,8.5,16.972667102474748,288.07142857142856
batches_consumed_total,0.0,28.0,4.357142857142857,0.0,8.082337274834293,65.32417582417582
batches_delivered,0.0,29.0,5.428571428571429,0.0,10.180783449634495,103.64835164835164
batches_produced_total,0.0,721.0,55.07142857142857,0.5,191.76606914343654,36774.22527472528
batches_received,1.0,28.0,8.444444444444445,5.0,8.945824600213095,80.02777777777779
batches_requested,1.0,91.0,32.55555555555556,22.0,30.968173626770078,959.0277777777777
bootstrap_all_paths_time_sec,3.981590270996094e-05,3.981590270996094e-05,3.981590270996094e-05,3.981590270996094e-05,,
empty_outbound_inventory_occurrences,0.0,49.0,15.071428571428571,8.5,16.972667102474748,288.07142857142856
failed_flow_queries,0.0,0.0,0.0,0.0,0.0,0.0
flow_queries,687.0,1474.0,791.5714285714286,746.0,198.27320478638495,39312.26373626374
full_flow_bootstrap_time_sec,0.005662202835083008,0.005662202835083008,0.005662202835083008,0.005662202835083008,,
heartbeats_sent,30.0,60.0,38.77777777777778,30.0,12.487771796619462,155.94444444444446
inbound_wal_size,0.0,56.0,10.857142857142858,2.0,16.157194838676208,261.05494505494505
num_nodes,11.0,11.0,11.0,11.0,,
outbound_wal_size,0.0,718.0,55.5,0.5,190.84982013655096,36423.65384615385
received_messages,0.0,261.0,102.07142857142857,123.0,83.96561959948414,7050.225274725275
sent_messages,0.0,262.0,102.42857142857143,105.0,86.40220286162072,7465.340659340659
skipped_manufacture_cycles,0.0,91.0,19.714285714285715,4.5,29.546387443967006,872.9890109890111
successful_manufacture_cycles,0.0,722.0,55.785714285714285,0.5,191.91792258929078,36832.48901098901
total_manufacture_cycles,645.0,752.0,716.0714285714286,722.5,33.27383884748424,1107.1483516483515
unanswered_batch_requests_current,0.0,2.0,0.42857142857142855,0.0,0.7559289460184544,0.5714285714285714
wal_ghost_inbound_batches,0.0,19.0,2.5,0.0,5.543534001949409,30.730769230769226
wal_ghost_outbound_batches,0.0,0.0,0.0,0.0,0.0,0.0
wal_recovered_inbound_batches,0.0,28.0,3.7142857142857144,0.5,7.67040838776951,58.835164835164846
wal_recovered_outbound_batches,0.0,28.0,3.142857142857143,0.0,7.704715268109351,59.36263736263735
