,value,value,value,value,value,value
,min,max,mean,median,std,var
metric_name,,,,,,
BatchDeliveryConfirmResponse_received,1.0,8.0,3.0,2.0,2.6186146828319083,6.857142857142857
BatchDeliveryConfirmResponse_sent,1.0,5.0,2.4,2.0,1.505545305418162,2.2666666666666666
BatchRequest_received,7.0,47.0,25.181818181818183,22.0,13.519010184315873,182.7636363636363
BatchRequest_sent,1.0,96.0,25.727272727272727,13.0,34.296037406939334,1176.2181818181818
BatchSentResponse_received,1.0,5.0,2.4,2.0,1.505545305418162,2.2666666666666666
BatchSentResponse_sent,1.0,8.0,3.0,2.0,2.6186146828319083,6.857142857142857
BatchUnavailableResponse_received,4.0,90.0,31.375,13.5,36.047339905819875,1299.4107142857142
BatchUnavailableResponse_sent,6.0,47.0,25.2,22.0,13.289929353545196,176.6222222222222
HeartbeatReq_received,10.0,40.0,24.0,25.0,10.92120539467724,119.27272727272725
HeartbeatReq_sent,20.0,40.0,32.0,30.0,6.7638746292343415,45.75
HeartbeatResp_received,20.0,40.0,32.111111111111114,30.0,6.52771867585538,42.611111111111114
HeartbeatResp_sent,10.0,40.0,24.083333333333332,25.0,10.87497823055989,118.2651515151515
InformLeaderOfDeathReq_received,9.0,9.0,9.0,9.0,,
InformLeaderOfDeathReq_sent,1.0,3.0,1.8,1.0,1.0954451150103324,1.2000000000000002
WaitingForBatchResponse_received,1.0,8.0,2.875,1.5,2.6958963523950885,7.267857142857143
WaitingForBatchResponse_sent,1.0,5.0,2.4,2.0,1.505545305418162,2.2666666666666666
batch_unavailable_messages_received,4.0,90.0,31.375,13.5,36.047339905819875,1299.4107142857142
batch_unavailable_messages_sent,0.0,47.0,18.071428571428573,16.5,16.183867968368453,261.9175824175825
batches_consumed_total,0.0,5.0,1.1428571428571428,0.5,1.6104057232283402,2.5934065934065935
batches_delivered,0.0,8.0,1.7142857142857142,1.0,2.462911704859528,6.0659340659340675
batches_produced_total,0.0,719.0,52.142857142857146,0.0,191.9394364187497,36840.74725274726
batches_received,1.0,5.0,2.4,2.0,1.505545305418162,2.2666666666666666
batches_requested,1.0,96.0,25.727272727272727,13.0,34.296037406939334,1176.2181818181818
bootstrap_all_paths_time_sec,2.288818359375e-05,2.288818359375e-05,2.288818359375e-05,2.288818359375e-05,,
empty_outbound_inventory_occurrences,0.0,47.0,18.071428571428573,16.5,16.183867968368453,261.9175824175825
failed_flow_queries,0.0,0.0,0.0,0.0,0.0,0.0
flow_queries,595.0,1446.0,742.4285714285714,703.5,207.91555766916312,43228.8791208791
full_flow_bootstrap_time_sec,0.005456924438476562,0.005456924438476562,0.005456924438476562,0.005456924438476562,,
heartbeats_sent,20.0,40.0,31.88888888888889,30.0,6.6227721621018425,43.861111111111114
inbound_wal_size,0.0,10.0,3.357142857142857,2.5,3.2011330411672594,10.247252747252746
num_nodes,11.0,11.0,11.0,11.0,,
outbound_wal_size,0.0,719.0,52.5,1.0,191.8383734774186,36801.96153846154
received_messages,0.0,190.0,84.5,85.0,53.477169823277784,2859.8076923076924
sent_messages,0.0,200.0,85.21428571428571,89.0,55.28413122076863,3056.3351648351645
skipped_manufacture_cycles,0.0,90.0,14.5,6.0,24.155744658362327,583.5
successful_manufacture_cycles,0.0,719.0,52.5,1.0,191.8383734774186,36801.96153846154
total_manufacture_cycles,574.0,741.0,670.7857142857143,665.5,55.72346360021419,3105.104395604396
unanswered_batch_requests_current,0.0,3.0,0.5714285714285714,0.0,1.0163498575623617,1.032967032967033
wal_ghost_inbound_batches,0.0,5.0,0.9285714285714286,0.0,1.6854255666327542,2.840659340659341
wal_ghost_outbound_batches,0.0,0.0,0.0,0.0,0.0,0.0
wal_recovered_inbound_batches,0.0,5.0,1.4285714285714286,1.0,1.5045717874984441,2.2637362637362632
wal_recovered_outbound_batches,0.0,5.0,1.1428571428571428,0.5,1.6104057232283402,2.5934065934065935
